X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,Class
1,0,0,5263,5263,0,0,5,131,0,1,0,26,0,0,0,0,0,0,0,0,0,4516,4516,0,82,328,6.5,0,0
2,4,0,3116,3158,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,31579,15789,15789,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0
1,1,0,10526,10526,1,4,2,13,1,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,60,60,6.06,0,1
1,0,0,11579,11579,0,0,11,103,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,30,271,0,13.5,0
2,0,13684,10679,10526,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,8242,8421,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0
1,0,0,15789,15789,0,1,2,11,0,1,0,6,0,1,121,121,1,1,0,0,0,965,965,0,28,28,0,13.75,0
2,0,27368,10628,10526,0,0,0,0,1,1,5,0,0,0,398,398,2,2,0,0,0,0,0,0,0,0,4,13,0
2,0,6842,5263,5263,0,0,0,0,1,0,0,0,1,0,2133,3612,3,6,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,5263,5263,0,0,4,86,0,1,0,22,0,0,0,526,0,1,0,0,0,0,0,0,94,281,0,14.25,0
2,1,0,5263,5263,1,1,0,0,1,0,0,0,1,1,0,149,0,1,0,0,0,1053,1053,0,0,0,4,0,0
1,0,0,87079,110526,0,0,10,134,0,2,0,13,0,0,0,0,0,0,0,0,136842,0,136842,0,46,366,4,13.25,0
2,0,6842,5223,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,6504,10526,0,0,5,159,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,50,198,0,14.25,0
1,0,0,4585,4585,0,0,10,217,0,1,0,22,0,0,2924,2924,2,2,0,0,0,0,0,0,20,177,0,12.5,1
1,0,10526,10526,10526,0,0,6,92,0,1,7,15,0,0,0,0,0,0,0,0,0,7201,7201,0,43,215,2,0,0
2,0,0,5496,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,7,0,5263,5263,3,0,4,276,0,1,0,69,1,0,0,2619,0,2,0,0,0,2490,2490,0,42,127,2,0,1
1,0,23158,10526,10526,0,0,0,0,0,2,6,0,1,0,526,526,1,1,0,0,0,0,0,0,0,0,0,13.75,0
1,0,0,4251,5263,0,0,2,8,0,1,0,4,0,0,0,49,0,1,0,0,0,0,0,0,60,60,0,12.5,0
1,0,10526,10526,10526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6821,6821,0,0,0,0,14.25,0
1,0,1368,3314,4842,0,1,0,0,0,1,0,0,0,1,0,157,0,1,0,0,0,0,0,0,0,0,0,13,0
1,0,0,2580,5263,0,0,9,162,0,1,0,18,0,0,526,526,1,1,0,0,0,0,0,0,41,327,0,13,0
1,0,64211,16842,21053,0,0,4,183,0,1,63,46,0,0,0,0,0,0,0,0,0,0,0,0,51,152,7,0,1
1,0,10526,21053,21053,0,0,1,20,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0,3256,7895,1,0,4,46,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,66,199,5,0,0
1,0,0,3984,5263,0,0,7,121,0,1,0,17,0,0,237,760,1,2,0,0,0,0,0,0,22,130,4,0,0
1,0,0,10526,10526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,4211,5263,5263,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0
2,0,10526,3065,10526,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
3,0,0,20186,21053,0,0,0,0,2,1,0,0,1,0,0,4037,0,2,0,0,0,0,0,0,0,0,4.13,0,0
1,0,0,10526,10526,0,0,1,92,0,1,61,92,0,0,0,0,0,0,0,0,13684,0,13684,0,0,0,0,13.75,1
1,0,0,8421,8421,0,0,7,169,0,1,0,24,0,0,0,0,0,0,0,0,11053,0,11053,0,32,192,0,13.75,0
2,0,10526,10584,10526,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,7579,7579,0,0,0,4.5,10.5,0
1,0,0,8246,10526,0,0,1,129,0,2,0,129,0,0,538,879,1,2,0,0,0,0,0,0,0,0,4,0,0
1,0,0,12632,12632,0,0,5,216,0,2,0,43,0,0,0,0,0,0,0,0,0,263,263,0,27,107,3.5,13.75,0
1,0,5263,5263,5263,0,0,6,134,0,1,33,22,0,0,0,0,0,0,0,0,0,0,0,0,49,247,0,14.25,0
2,0,0,4599,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,0,316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,19599,10526,10526,0,0,0,0,0,2,23,0,1,0,0,0,0,0,0,0,0,1895,1895,0,0,0,5,0,0
2,0,6842,5229,5263,0,0,0,0,1,0,0,0,0,0,0,5811,0,2,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,18947,31579,0,0,4,152,0,1,0,38,0,0,0,0,0,0,0,0,41053,0,41053,0,75,224,5,0,0
2,0,0,5277,5263,0,0,0,0,1,0,5,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,4,0,0
2,3,0,3282,3474,2,0,0,0,1,0,0,0,1,0,179,179,3,3,0,0,0,0,0,0,0,0,3.5,0,0
1,0,22105,10526,10526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11579,0,0,0,0,13.75,0
2,0,0,322,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,10526,10526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,10526,10526,0,0,4,179,0,2,0,45,0,0,0,0,0,0,0,0,0,6622,6622,0,41,124,5.38,0,0
2,0,13684,2742,10526,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,10526,10526,0,0,1,484,0,1,0,484,0,0,0,0,0,0,0,0,0,6349,6349,0,0,0,3,0,0
1,0,0,31579,31579,0,0,0,0,0,1,13,0,0,0,760,2155,1,3,0,0,41053,0,41053,0,0,0,0,13.75,0
1,0,0,52632,52632,0,0,4,97,0,1,0,24,0,0,0,0,0,0,0,0,68421,0,68421,0,40,120,0,13.75,0
3,0,0,5474,6000,0,0,6,125,1,1,0,21,0,0,21,21,1,1,0,0,0,0,0,0,69,346,5.12,0,0
2,0,0,0,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,21053,10526,10526,0,0,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2,0,1642,1274,1053,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
3,0,8421,20775,21053,0,2,3,16,1,1,0,5,0,1,101,101,1,1,0,0,0,0,0,0,56,111,4.5,0,0
1,0,0,10526,10526,0,0,1,2,0,1,0,2,0,0,140,310,1,2,0,0,0,0,0,0,0,0,0,13.75,0
1,0,0,10526,10526,0,0,4,184,0,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,20,61,0,14.25,0
2,0,0,982,1053,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,5263,5263,0,0,10,49,0,1,0,5,0,0,126,764,1,2,0,0,0,0,0,0,44,393,0,14.25,0
1,0,0,10526,10526,0,0,9,180,0,1,0,20,0,0,0,0,0,0,0,0,0,6176,6176,0,30,236,2,0,0
2,0,0,10537,10526,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,2170,2515,3684,0,0,4,37,0,1,73,9,1,0,0,0,0,0,0,0,0,0,0,0,50,151,5,0,1
2,0,0,0,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13158,13158,0,0,0,3.5,0,0
1,0,0,63158,63158,0,0,9,133,0,4,0,15,0,0,0,0,0,0,0,0,82105,0,82105,0,34,240,5.81,13.73,0
1,0,0,12413,20526,0,0,4,140,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,98,293,5,0,0
2,2,0,10526,10526,1,2,0,0,1,0,0,0,1,1,2816,2855,1,3,0,0,0,0,0,0,0,0,3.5,0,0
1,5,0,3158,5263,1,0,7,304,0,1,0,43,1,0,0,0,0,0,0,0,0,0,0,0,35,209,6.5,0,1
1,0,5263,5263,5263,0,0,0,0,0,1,0,0,0,0,0,884,0,1,0,0,0,0,0,0,0,0,0,13.75,0
2,0,0,4959,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2,0,14105,4239,4211,0,4,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,9579,7422,7368,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0
1,0,52632,52632,52632,0,2,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0
1,0,0,31579,31579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34737,0,0,0,0,13.5,0
1,0,0,10526,10526,0,0,10,101,0,2,0,10,0,0,1378,2362,2,4,0,0,0,6302,6302,0,36,327,1.87,0,0
2,220,0,10292,10526,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,16526,16842,21053,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13.75,0
2,0,0,4183,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2,2,0,744,1053,1,0,0,0,1,0,0,0,1,0,205,293,3,5,0,0,0,0,0,0,0,0,4,0,0
1,0,0,29119,29474,0,0,6,340,0,2,0,57,0,0,0,0,0,0,0,0,0,0,0,0,57,226,0,14.25,0
1,3,0,4211,5263,1,0,3,123,0,1,0,41,1,0,0,0,0,0,0,0,0,0,0,0,106,212,4.5,0,1
3,0,13684,17347,18947,0,0,0,0,1,1,23,0,1,0,0,0,0,0,0,0,0,8421,8421,0,0,0,4.28,0,0
2,3,0,10391,10526,1,0,0,0,1,0,0,0,1,0,1890,5050,3,5,0,0,0,0,0,0,0,0,3.5,0,1
1,0,10526,10526,10526,0,0,6,199,0,1,7,33,0,0,1034,2087,2,4,0,0,0,0,0,0,41,205,5,0,0
2,2,0,5085,5263,1,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
3,0,24211,21147,21053,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0
2,0,0,7,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,5263,5263,5263,1,0,1,2,0,1,11,2,1,0,1649,1649,3,3,0,0,0,1505,1505,0,0,0,2,0,0
1,0,0,12632,14737,0,3,2,40,0,2,0,20,0,1,98,98,1,1,0,0,0,0,0,0,181,181,3.5,14.25,0
2,1,0,5095,5263,1,0,0,0,1,0,0,0,1,0,0,1060,0,2,0,0,0,0,0,0,0,0,5,0,1
1,0,0,5263,5263,0,0,7,191,0,1,0,27,0,0,0,0,0,0,0,0,0,4105,4105,0,32,191,5,0,0
1,0,0,4737,5263,0,0,12,102,0,1,0,9,0,0,1579,2105,3,4,0,0,0,0,0,0,30,328,5,0,0
1,0,0,10526,10526,0,0,6,98,0,1,0,16,0,0,0,596,0,1,0,0,0,7553,7553,0,61,303,2,0,0
1,0,0,5263,5263,0,0,3,78,0,1,0,26,0,0,0,43,0,1,0,0,0,0,0,0,27,54,4,0,0
3,0,18947,14157,18947,0,5,6,96,1,1,0,16,0,1,0,0,0,0,0,0,0,6744,6744,0,42,212,2.89,0,0
2,0,4105,3158,3158,0,1,0,0,0,1,0,0,1,1,1244,1244,2,2,0,0,0,0,0,0,0,0,4,0,0
3,0,0,68381,68421,0,0,2,62,1,2,0,31,0,0,0,428,0,1,0,0,54660,0,54660,0,60,60,4,13.75,0
1,0,0,10526,10526,0,0,3,18,0,1,0,6,0,0,2733,4991,3,6,0,0,0,0,0,0,24,48,4,0,0
1,0,0,21053,21053,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0
1,0,0,5263,5263,0,0,7,218,0,1,0,31,0,0,0,0,0,0,0,0,0,3993,3993,0,37,224,2,0,0
3,0,0,8350,8421,0,0,11,141,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,26,256,3.5,14.25,0
1,0,4211,9382,10526,0,0,4,128,0,2,26,32,0,0,0,0,0,0,0,0,0,0,0,0,27,53,4,14.25,0
2,0,13684,9935,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,5249,5263,0,0,0,0,1,0,0,0,0,0,316,316,1,1,0,0,0,0,0,0,0,0,3.5,0,0
1,0,10526,38526,43158,0,0,4,44,0,2,0,11,0,0,0,530,0,1,0,0,26000,0,26000,0,35,69,4.73,0,0
2,0,0,1041,1053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2,0,0,9896,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,5263,5256,5263,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5789,0,0,0,3.5,0,0
1,0,0,21053,21053,0,0,5,21,0,1,0,4,0,0,0,1044,0,1,0,0,0,0,0,0,26,104,0,14.25,0
2,2,0,5251,5263,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,26000,10481,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6316,6316,0,0,0,3.5,0,0
1,0,0,5263,5263,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25,0
1,0,0,21053,21053,0,0,3,135,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,51,101,6.5,0,0
1,0,3684,3684,10526,0,0,7,212,0,1,2,30,0,0,0,526,0,1,0,0,0,0,0,0,26,156,6,0,0
1,0,10526,10526,10526,0,0,3,17,0,1,0,6,0,0,0,0,0,0,0,0,0,1579,1579,0,86,172,0,15.25,0
1,0,0,10526,10526,0,0,3,26,0,1,0,9,0,0,0,801,0,1,0,0,0,2368,2368,0,27,53,0,13.75,0
1,0,0,2526,4211,0,0,6,249,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,36,182,3.5,0,0
1,0,0,10526,10526,0,1,1,96,0,1,0,96,0,1,214,214,1,1,0,0,0,0,0,0,0,0,6,0,0
1,0,23809,26054,31579,0,0,2,15,0,2,0,8,0,0,0,0,0,0,0,0,0,13684,13684,0,0,0,5.5,13.5,0
2,0,0,5258,5263,1,0,0,0,1,0,0,0,1,0,0,26,0,1,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,5193,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,13684,13684,0,0,3,119,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,121,241,0,12.25,0
1,3,0,10526,10526,1,0,4,61,0,1,0,15,1,0,0,0,0,0,0,0,0,3711,3711,0,15,46,6.25,0,1
2,0,6842,2555,2632,0,0,0,0,1,0,0,0,0,0,475,475,2,2,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,10526,10526,0,0,2,94,0,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,14.25,0
1,0,0,17053,24211,0,0,16,511,0,3,0,32,0,0,0,0,0,0,0,0,27368,0,27368,0,51,658,4.8,0,1
1,0,0,42105,52632,0,1,12,260,0,2,0,22,0,1,0,0,0,0,0,0,0,0,0,0,66,659,4,0,0
2,0,13684,7898,10526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,3158,5263,0,0,3,135,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,97,193,6.5,0,0
1,0,2120,3016,5263,0,0,11,165,0,1,54,15,0,0,211,708,1,2,0,0,0,0,0,0,23,233,0,13,0
2,0,0,5301,5263,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,10526,10526,0,0,3,306,0,1,0,102,0,0,0,0,0,0,0,0,0,15789,15789,0,46,92,1,0,0
1,4,0,15789,15789,1,2,1,37,0,1,0,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
1,53,0,13684,15789,1,0,10,127,0,1,0,13,1,0,0,0,0,0,0,0,21053,4122,25175,0,51,457,5.5,0,1
2,3,0,4190,4211,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2,16,0,10036,10526,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2,0,12189,0,5263,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,6842,4300,5263,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2000,2000,0,0,0,4,0,0
1,0,0,5263,5263,0,0,4,73,0,1,0,18,0,0,1254,2073,2,4,0,0,0,0,0,0,38,113,5,0,0
1,0,1579,10526,10526,0,0,8,29,0,2,42,4,0,0,0,0,0,0,0,0,0,0,0,0,50,347,2,10.5,1
1,0,0,35789,42105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68421,0,68421,0,0,0,0,13.25,0
1,0,0,10526,10526,0,0,3,155,0,1,0,52,0,0,0,0,0,0,0,0,13684,0,13684,0,45,89,0,13.75,0
1,0,0,13158,15789,0,0,8,108,0,1,0,14,0,0,0,1187,0,1,0,0,0,0,0,0,43,300,5,0,0
1,0,0,18947,21053,0,2,13,147,0,2,0,11,0,1,0,149,0,1,0,0,0,6100,6100,0,71,785,2,13.75,1
2,0,0,10585,10526,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,30526,36842,0,0,7,350,0,1,0,50,0,0,526,1053,1,2,0,0,48421,0,48421,0,31,184,4.5,0,1
2,3,0,1044,1053,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,10526,10526,0,0,4,198,0,1,0,50,0,0,0,0,0,0,0,0,0,10787,10787,0,37,112,2,0,0
1,11,10526,10526,10526,1,0,0,0,0,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0
2,0,2737,1919,2105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0
1,1,0,6316,10526,1,0,1,11,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,10,0,5263,5263,1,0,7,156,0,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,32,193,2,0,1
2,0,0,9470,9474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
3,0,0,28842,38947,0,8,0,0,1,2,0,0,0,1,3005,3005,1,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,21053,21053,0,2,13,482,0,2,0,37,0,1,156,1208,1,3,0,0,0,0,0,0,46,506,3.75,0,0
2,0,0,732,1053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,7368,7368,7368,0,0,6,276,0,1,23,46,0,0,0,0,0,0,0,0,0,5752,5752,0,51,253,2,0,0
3,0,0,50672,52947,0,6,7,92,2,3,0,13,0,1,0,0,0,0,0,0,0,0,0,0,40,159,0.02,0,1
1,0,4194,8421,10526,1,0,9,251,0,1,62,28,1,0,0,0,0,0,0,0,0,0,0,0,14,112,7,0,1
2,0,5263,5302,5263,0,1,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,34737,34737,0,0,0,0,0,1,0,0,0,0,0,38,0,2,0,0,136842,0,136842,0,0,0,0,13.25,0
2,0,5263,8726,10526,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,3297,5263,0,0,3,161,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,57,114,4,0,0
2,0,0,5296,5263,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,5263,5263,10526,0,1,3,67,0,1,0,22,0,1,0,0,0,0,0,0,0,0,0,0,95,190,4,0,0
2,0,6842,5032,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,5263,4307,5263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,2105,2105,5263,0,1,4,423,0,1,6,106,0,1,0,0,0,0,0,0,0,0,0,0,42,125,4.5,0,0
2,0,0,5264,5263,0,0,0,0,1,0,5,0,0,0,130,594,2,3,0,0,0,0,0,0,0,0,4.5,0,0
1,1,0,10526,10526,1,0,1,30,0,1,0,30,1,0,1018,3333,1,4,0,0,0,0,0,0,0,0,4,0,1
1,0,0,5263,5263,0,0,1,34,0,1,0,34,0,0,513,1540,1,3,0,0,0,0,0,0,0,0,4,0,0
2,0,0,8857,10526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,0,0,17975,19789,0,0,1,2,3,4,0,2,0,0,0,0,0,0,0,0,33895,0,33895,0,0,0,0,1.98,0
1,0,0,10526,10526,0,0,5,149,0,1,28,30,1,0,0,628,0,1,0,0,0,0,0,0,11,44,4,0,1
1,0,0,10526,10526,0,0,3,72,0,1,0,24,0,0,0,419,0,2,0,0,0,0,0,0,47,93,4,0,0
1,1,0,6316,10526,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,31579,31579,0,0,1,3,0,1,0,3,0,0,0,0,0,0,0,0,41053,0,41053,0,0,0,5,0,0
1,21,0,10526,10526,1,1,4,199,0,1,0,50,1,1,0,0,0,0,0,0,0,6647,6647,0,57,170,3,0,1
1,0,0,16842,21053,0,2,7,110,0,1,0,16,0,1,0,526,0,1,0,0,0,0,0,0,54,326,6,0,0
1,0,0,2430,5263,0,0,5,202,0,1,0,40,0,0,526,2867,1,3,0,0,0,0,0,0,66,263,0,13,1
1,0,0,3158,3158,0,1,1,95,0,1,0,95,0,1,142,450,1,2,0,0,0,1123,1123,0,0,0,2,0,0
2,3,0,2629,2632,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,0,5263,5263,1,0,1,5,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,1
1,1,0,10526,10526,1,0,1,25,0,2,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
1,0,0,10526,10526,0,0,8,153,0,1,0,19,0,0,358,358,1,1,0,0,0,9770,9770,0,33,228,5,0,0
1,11,0,31579,31579,1,0,2,37,0,1,0,19,1,0,0,0,0,0,0,0,0,800,800,0,23,23,4,0,1
1,0,0,10000,10526,0,0,5,196,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,39,154,0,14.25,0
1,4,0,14961,16842,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0,1
2,0,0,6302,7895,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0
1,0,6547,5263,5263,0,0,6,183,0,1,42,31,0,0,0,0,0,0,0,0,0,0,0,0,44,222,3,0,0
1,7,0,5263,5263,4,0,3,210,0,1,0,70,1,0,0,0,0,0,0,0,0,1316,1316,0,19,38,0,14.25,1
2,0,5263,5182,5263,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
2,1,0,2020,5263,1,0,0,0,1,0,0,0,1,0,2552,2552,2,2,0,0,0,0,0,0,0,0,4,0,0
2,0,0,5266,5263,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2,0,0,5311,5263,0,0,0,0,1,0,5,0,0,0,1180,2289,2,4,0,0,0,0,0,0,0,0,5,0,0
2,6,0,2653,5263,2,0,0,0,1,0,0,0,1,0,2481,5485,2,4,0,0,0,0,0,0,0,0,3.5,0,1
1,0,1625,5263,5263,0,0,5,28,0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,49,197,4.5,0,0
2,0,20526,7298,10842,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
3,0,8274,10497,10526,0,2,8,133,0,2,4,17,0,1,0,119,0,1,0,0,0,0,0,0,29,204,3.5,13.75,0
2,0,0,0,316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,0,0,4251,5263,0,0,1,73,0,1,53,73,0,0,63,79,2,3,0,0,0,0,0,0,0,0,4,0,0
2,10,0,10419,10526,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,31579,31579,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,41053,0,41053,0,0,0,0,13.75,0
2,0,13684,9426,10526,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,2,0,10526,10526,2,0,8,247,0,1,0,31,1,0,0,0,0,0,0,0,0,2583,2583,0,17,119,0,14.25,1
1,0,7368,7368,10526,0,1,7,175,0,1,21,25,0,1,1502,2029,2,3,0,0,0,0,0,0,24,145,7,0,0
1,0,1272,8421,10526,0,0,2,91,0,1,66,46,1,0,912,5360,1,3,0,0,0,0,0,0,61,61,2,0,1
2,0,13684,10845,10526,0,0,0,0,1,0,59,0,0,0,0,0,0,0,0,0,0,4474,4474,0,0,0,3.5,0,0
2,11,0,5255,5263,1,0,0,0,1,0,0,0,1,0,0,526,0,1,0,0,0,0,0,0,0,0,5,0,0
2,0,0,5375,5263,0,0,0,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0
2,2,0,1238,2632,1,0,0,0,1,0,0,0,1,0,1873,2890,1,2,0,0,0,0,0,0,0,0,4,0,0
1,0,0,2105,8421,0,0,5,285,0,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,54,216,5,0,0
1,0,0,10526,10526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0
1,0,27105,10526,10526,0,0,5,191,0,1,17,38,0,0,0,0,0,0,0,0,0,0,0,0,37,147,0,14.25,0
